,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,0.8057723224671158,-1.5526417642164152,0.1847235936020936,1,0,0
1,1,1,2,0.8598998348761957,-1.5526417642164152,0.16983374413067365,1,0,0
2,1,2,1,0.9462948042791334,-1.5526417642164152,0.1532643282704457,0,0,1
3,1,2,2,0.840418613518449,-1.5526417642164152,0.18064826658458005,0,0,1
4,1,3,1,1.3632711282933803,-1.5526417642164152,0.0918209783866089,1,0,0
5,1,3,2,1.0656905777062926,-1.5526417642164152,0.14574766220018667,1,0,0
6,1,4,1,1.1284088723835861,-1.5526417642164152,0.1297126401521233,1,0,0
7,1,4,2,1.1661123652821683,-1.5526417642164152,0.12233724393937616,1,0,0
8,1,5,1,0.7246836376091321,-1.5526417642164152,0.22197894666456003,1,0,0
9,1,5,2,1.2770329614502034,-1.5526417642164152,0.09415872422976339,1,0,0
10,1,6,1,1.2209590934532277,-1.5526417642164152,0.10124680760875585,0,0,1
11,1,6,2,0.7074392837100474,-1.5526417642164152,0.2247241115738906,0,0,1
12,1,7,1,0.8781986385206552,-1.5526417642164152,0.1502441620253596,0,0,1
13,1,7,2,0.5192923689513235,-1.5526417642164152,0.26230673969822,0,0,1
14,1,8,1,0.8030932182531914,-1.5526417642164152,0.19378105052134775,1,0,0
15,1,8,2,1.0506630208650334,-1.5526417642164152,0.13193926473469772,1,0,0
16,1,9,1,0.7036446607734814,-1.5526417642164152,0.17988353168782087,1,0,0
17,1,9,2,0.41009086268231176,-1.5526417642164152,0.2837499754419511,1,0,0
18,1,10,1,0.2566646170211584,-1.5526417642164152,0.3728293659227791,0,1,0
19,1,10,2,1.3175564553449242,-1.5526417642164152,0.07180369057242979,0,1,0
20,1,11,1,0.8430983233002977,-1.5526417642164152,0.18711928096786748,1,0,0
21,1,11,2,1.1289219473876,-1.5526417642164152,0.12005675432519713,1,0,0
22,1,12,1,0.5832965558315686,-1.5526417642164152,0.23187988033166404,1,0,0
23,1,12,2,0.6963299971611894,-1.5526417642164152,0.19455580530309513,1,0,0
24,1,13,1,1.4477780986485866,-1.5526417642164152,0.08424540420549664,1,0,0
25,1,13,2,1.2299500173090419,-1.5526417642164152,0.11814858116040246,1,0,0
26,1,14,1,1.2945258161458841,-1.5526417642164152,0.10208277711164924,0,0,1
27,1,14,2,1.1093333613336447,-1.5526417642164152,0.1360906985055994,0,0,1
28,1,15,1,1.0285242861380774,-1.5526417642164152,0.14173189595873253,1,0,0
29,1,15,2,0.9568423657501506,-1.5526417642164152,0.1584174376793123,1,0,0
30,1,16,1,1.2761837269949226,-1.5526417642164152,0.10929854998392839,1,0,0
31,1,16,2,1.3469438309423265,-1.5526417642164152,0.09792658214066939,1,0,0
32,1,17,1,1.5452581853064915,-1.5526417642164152,0.06684296566515005,1,0,0
33,1,17,2,0.8494421824089495,-1.5526417642164152,0.1969006050791413,1,0,0
34,1,18,1,1.0795763428455067,-1.5526417642164152,0.14608910185253826,0,1,0
