,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,1.4275530113279036,-1.6561991965934095,0.062296898874664684,1,0,0
1,1,1,2,0.5308563464639233,-1.6561991965934095,0.2750684410362722,1,0,0
2,1,2,1,1.3324614700677857,-1.6561991965934095,0.08168300674743031,1,0,0
3,1,2,2,0.8686907926709756,-1.6561991965934095,0.1760807343562588,1,0,0
4,1,3,1,1.2588589156139798,-1.6561991965934095,0.09612151429259878,0,1,0
5,1,3,2,1.0734058051979152,-1.6561991965934095,0.13068115922516482,0,1,0
6,1,4,1,0.864429715365211,-1.6561991965934095,0.16665800204838943,0,0,1
7,1,4,2,0.9882142238714868,-1.6561991965934095,0.135765891599781,0,0,1
8,1,5,1,0.9482271673254186,-1.6561991965934095,0.15371541531697258,1,0,0
9,1,5,2,1.1664361696585348,-1.6561991965934095,0.1070938299912797,1,0,0
10,1,6,1,0.6723504470539359,-1.6561991965934095,0.21639064732718544,1,0,0
11,1,6,2,1.0052908256343185,-1.6561991965934095,0.12466993676587418,1,0,0
12,1,7,1,1.4840733322077737,-1.6561991965934095,0.06395361021679288,1,0,0
13,1,7,2,0.8296957037083065,-1.6561991965934095,0.18903603963158302,1,0,0
14,1,8,1,1.155074795682295,-1.6561991965934095,0.08747254382402397,1,0,0
15,1,8,2,0.3719160064872561,-1.6561991965934095,0.3200226955025811,1,0,0
16,1,9,1,0.5532288669779235,-1.6561991965934095,0.20897616818362758,0,0,1
17,1,9,2,0.4016731135248468,-1.6561991965934095,0.2686009268468789,0,0,1
18,1,10,1,0.6723679173397863,-1.6561991965934095,0.23019421873605084,0,1,0
19,1,10,2,1.4014715553879613,-1.6561991965934095,0.06881230098276585,0,1,0
20,1,11,1,0.9058023516930946,-1.6561991965934095,0.16159246279467984,1,0,0
21,1,11,2,1.1161171631342661,-1.6561991965934095,0.11406338266008673,1,0,0
22,1,12,1,0.9383464287230622,-1.6561991965934095,0.12884729105717785,0,0,1
23,1,12,2,0.5107351433122025,-1.6561991965934095,0.261605431040529,0,0,1
24,1,13,1,0.9764758596644335,-1.6561991965934095,0.13844357586386075,1,0,0
25,1,13,2,0.8744943943541237,-1.6561991965934095,0.16391769941839568,1,0,0
26,1,14,1,1.1208525947468773,-1.6561991965934095,0.11172479965123627,1,0,0
27,1,14,2,0.8561604736550765,-1.6561991965934095,0.17319559796233341,1,0,0
28,1,15,1,0.8443439027289934,-1.6561991965934095,0.17795359942513303,1,0,0
29,1,15,2,1.1829860408008357,-1.6561991965934095,0.10156144674054789,1,0,0
30,1,16,1,1.719561930478406,-1.6561991965934095,0.03985138562565914,1,0,0
31,1,16,2,0.5585029957009766,-1.6561991965934095,0.2726263157238025,1,0,0
32,1,17,1,0.9009685558671789,-1.6561991965934095,0.1490696751623302,1,0,0
33,1,17,2,0.760717073278792,-1.6561991965934095,0.18804818025886255,1,0,0
34,1,18,1,1.2924829712989874,-1.6561991965934095,0.08727356831014882,1,0,0
35,1,18,2,0.8881375497251736,-1.6561991965934095,0.17049810987090375,1,0,0
36,1,19,1,0.8943265552154958,-1.6561991965934095,0.16291579998257735,1,0,0
37,1,19,2,1.076135674611201,-1.6561991965934095,0.12055684510935495,1,0,0
38,1,20,1,0.5713355279018124,-1.6561991965934095,0.24523641131085633,0,1,0
39,1,20,2,0.9878291044692448,-1.6561991965934095,0.12302977048061196,0,1,0
40,2,1,1,1.4275530113279036,-1.3380166377711704,0.0903086940627815,1,0,0
41,2,1,2,0.5308563464639233,-1.3380166377711704,0.29977398043991627,1,0,0
42,2,2,1,1.3324614700677857,-1.3380166377711704,0.11354948655075725,0,0,1
43,2,2,2,0.8686907926709756,-1.3380166377711704,0.21119283566558386,0,0,1
44,2,3,1,1.2588589156139798,-1.3380166377711704,0.13036593075366856,1,0,0
45,2,3,2,1.0734058051979152,-1.3380166377711704,0.16708199758098882,1,0,0
46,2,4,1,0.864429715365211,-1.3380166377711704,0.19894412067346565,0,1,0
47,2,4,2,0.9882142238714868,-1.3380166377711704,0.16857794977752139,0,1,0
48,2,5,1,0.9482271673254186,-1.3380166377711704,0.18856628555856567,0,1,0
49,2,5,2,1.1664361696585348,-1.3380166377711704,0.14081997716969563,0,1,0
50,2,6,1,0.6723504470539359,-1.3380166377711704,0.2439514722629085,1,0,0
51,2,6,2,1.0052908256343185,-1.3380166377711704,0.1562550417691248,1,0,0
52,2,7,1,1.4840733322077737,-1.3380166377711704,0.09359360220827813,0,0,1
53,2,7,2,0.8296957037083065,-1.3380166377711704,0.22464697791016122,0,0,1
54,2,8,1,1.155074795682295,-1.3380166377711704,0.11706918256246539,0,1,0
55,2,8,2,0.3719160064872561,-1.3380166377711704,0.3338342305186586,0,1,0
56,2,9,1,0.5532288669779235,-1.3380166377711704,0.23141588874928024,0,1,0
57,2,9,2,0.4016731135248468,-1.3380166377711704,0.2834400382875747,0,1,0
58,2,10,1,0.6723679173397863,-1.3380166377711704,0.26070857976753786,1,0,0
59,2,10,2,1.4014715553879613,-1.3380166377711704,0.0982829371296692,1,0,0
60,2,11,1,0.9058023516930946,-1.3380166377711704,0.19550918117208768,1,0,0
61,2,11,2,1.1161171631342661,-1.3380166377711704,0.14755524144871776,1,0,0
62,2,12,1,0.9383464287230622,-1.3380166377711704,0.15919134273082738,1,0,0
63,2,12,2,0.5107351433122025,-1.3380166377711704,0.2820989529795151,1,0,0
64,2,13,1,0.9764758596644335,-1.3380166377711704,0.171245283386372,0,1,0
65,2,13,2,0.8744943943541237,-1.3380166377711704,0.19628149577735277,0,1,0
66,2,14,1,1.1208525947468773,-1.3380166377711704,0.14481381647482436,0,0,1
67,2,14,2,0.8561604736550765,-1.3380166377711704,0.20635775864846342,0,0,1
68,2,15,1,0.8443439027289934,-1.3380166377711704,0.21139325722676347,0,1,0
69,2,15,2,1.1829860408008357,-1.3380166377711704,0.13437190447233668,0,1,0
70,2,16,1,1.719561930478406,-1.3380166377711704,0.06365268910098984,1,0,0
71,2,16,2,0.5585029957009766,-1.3380166377711704,0.30095409491316727,1,0,0
72,2,17,1,0.9009685558671789,-1.3380166377711704,0.18034635364454582,0,1,0
73,2,17,2,0.760717073278792,-1.3380166377711704,0.2175737788480335,0,1,0
74,2,18,1,1.2924829712989874,-1.3380166377711704,0.11969130687934505,0,0,1
75,2,18,2,0.8881375497251736,-1.3380166377711704,0.20560089509908705,0,0,1
76,2,19,1,0.8943265552154958,-1.3380166377711704,0.19634826524441854,1,0,0
77,2,19,2,1.076135674611201,-1.3380166377711704,0.15394976059985907,1,0,0
78,2,20,1,0.5713355279018124,-1.3380166377711704,0.26877427782919344,0,1,0
79,2,20,2,0.9878291044692448,-1.3380166377711704,0.15394518176798835,0,1,0
80,3,1,1,1.4275530113279036,-1.578227285136519,0.06833614236684632,0,0,1
81,3,1,2,0.5308563464639233,-1.578227285136519,0.2813585797676391,0,0,1
82,3,2,1,1.3324614700677857,-1.578227285136519,0.08873737595858351,1,0,0
83,3,2,2,0.8686907926709756,-1.578227285136519,0.18449395756734327,1,0,0
84,3,3,1,1.2588589156139798,-1.578227285136519,0.10382131670190275,1,0,0
85,3,3,2,1.0734058051979152,-1.578227285136519,0.13912300527355112,1,0,0
86,3,4,1,0.864429715365211,-1.578227285136519,0.1743560416655915,1,0,0
87,3,4,2,0.9882142238714868,-1.578227285136519,0.14341454265411643,1,0,0
88,3,5,1,0.9482271673254186,-1.578227285136519,0.1619494020969251,1,0,0
89,3,5,2,1.1664361696585348,-1.578227285136519,0.11476660591958612,1,0,0
90,3,6,1,0.6723504470539359,-1.578227285136519,0.22316961611905836,0,0,1
91,3,6,2,1.0052908256343185,-1.578227285136519,0.1319570515955478,0,0,1
92,3,7,1,1.4840733322077737,-1.578227285136519,0.07035836689641439,1,0,0
93,3,7,2,0.8296957037083065,-1.578227285136519,0.19762243908693083,1,0,0
94,3,8,1,1.155074795682295,-1.578227285136519,0.094055264823417,1,0,0
95,3,8,2,0.3719160064872561,-1.578227285136519,0.3237219935511262,1,0,0
96,3,9,1,0.5532288669779235,-1.578227285136519,0.21438107214209512,0,1,0
97,3,9,2,0.4016731135248468,-1.578227285136519,0.2723109379713876,0,1,0
