,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,0.9601756279438779,-1.589360591029579,0.1436743295665471,0,1,0
1,1,1,2,0.7666445146225771,-1.589360591029579,0.19541780626612248,0,1,0
2,1,2,1,1.2133413951421805,-1.589360591029579,0.11392364494819701,1,0,0
3,1,2,2,1.2802909235609772,-1.589360591029579,0.10242404513150631,1,0,0
4,1,3,1,0.8267322438648352,-1.589360591029579,0.1755681960479505,0,1,0
5,1,3,2,0.8427554180883908,-1.589360591029579,0.1711535226912806,0,1,0
6,1,4,1,0.5397132329773384,-1.589360591029579,0.2637578077449458,1,0,0
7,1,4,2,1.065781804320356,-1.589360591029579,0.11431052304569696,1,0,0
8,1,5,1,1.3550438806463792,-1.589360591029579,0.07731107604879559,1,0,0
9,1,5,2,0.6003339279022504,-1.589360591029579,0.25655510822317074,1,0,0
10,1,6,1,0.9003211173932958,-1.589360591029579,0.18035866142326545,1,0,0
11,1,6,2,1.5398154840255913,-1.589360591029579,0.06527181287810867,1,0,0
12,1,7,1,1.077441537380692,-1.589360591029579,0.1366019857092889,1,0,0
13,1,7,2,1.2353428023640711,-1.589360591029579,0.10628343449075278,1,0,0
14,1,8,1,0.6958158757165387,-1.589360591029579,0.23040323534345683,1,0,0
15,1,8,2,1.4161466093753483,-1.589360591029579,0.0733296984912728,1,0,0
16,1,9,1,1.3179446035165485,-1.589360591029579,0.08963669895879967,0,1,0
17,1,9,2,0.8714599794382676,-1.589360591029579,0.18225191688621073,0,1,0
18,1,10,1,0.7062800978342196,-1.589360591029579,0.22166919367877994,1,0,0
19,1,10,2,1.2248370489748832,-1.589360591029579,0.09722347256720892,1,0,0
20,1,11,1,0.7518338083342287,-1.589360591029579,0.2024110050562989,1,0,0
21,1,11,2,1.0354882011315751,-1.589360591029579,0.12895599154704981,1,0,0
22,1,12,1,1.0889255702054983,-1.589360591029579,0.13866488791822223,1,0,0
23,1,12,2,1.4458628570103305,-1.589360591029579,0.07863037592133676,1,0,0
24,1,13,1,1.026846784876316,-1.589360591029579,0.1412924638234354,1,0,0
25,1,13,2,1.0503897439325647,-1.589360591029579,0.13610323822602616,1,0,0
26,1,14,1,0.8299009218322169,-1.589360591029579,0.19722931687916567,1,0,0
27,1,14,2,1.5264702638427976,-1.589360591029579,0.06518746759939037,1,0,0
28,1,15,1,1.146078963228623,-1.589360591029579,0.1052174427498011,1,0,0
29,1,15,2,0.6158190359498001,-1.589360591029579,0.24439929033371602,1,0,0
30,1,16,1,0.8635673004416179,-1.589360591029579,0.18295460596863317,1,0,0
31,1,16,2,1.2743335933109834,-1.589360591029579,0.09523831308843785,1,0,0
32,1,17,1,1.122430560237314,-1.589360591029579,0.12603645909520794,1,0,0
33,1,17,2,1.134561077180944,-1.589360591029579,0.12362978035866398,1,0,0
34,1,18,1,1.4593098895860488,-1.589360591029579,0.0779486803886923,1,0,0
35,1,18,2,1.14054531781098,-1.589360591029579,0.12937077605166483,1,0,0
36,1,19,1,1.041168860359756,-1.589360591029579,0.1417031807017667,0,1,0
37,1,19,2,1.162199200734729,-1.589360591029579,0.11690641464109337,0,1,0
38,1,20,1,0.7527215100332743,-1.589360591029579,0.19821058399351763,0,1,0
39,1,20,2,0.9446150233479054,-1.589360591029579,0.1461074095836012,0,1,0
40,2,1,1,0.9601756279438779,-1.4332162010291545,0.15925488410502875,1,0,0
41,2,1,2,0.7666445146225771,-1.4332162010291545,0.21016183786549986,1,0,0
42,2,2,1,1.2133413951421805,-1.4332162010291545,0.13157817216271256,1,0,0
43,2,2,2,1.2802909235609772,-1.4332162010291545,0.11953963515633878,1,0,0
44,2,3,1,0.8267322438648352,-1.4332162010291545,0.1905629004975447,1,0,0
45,2,3,2,0.8427554180883908,-1.4332162010291545,0.18623655253840252,1,0,0
46,2,4,1,0.5397132329773384,-1.4332162010291545,0.274884657720658,1,0,0
47,2,4,2,1.065781804320356,-1.4332162010291545,0.12933185027082728,1,0,0
48,2,5,1,1.3550438806463792,-1.4332162010291545,0.09155198872840617,1,0,0
49,2,5,2,0.6003339279022504,-1.4332162010291545,0.2700398457877627,1,0,0
50,2,6,1,0.9003211173932958,-1.4332162010291545,0.1986500312398192,1,0,0
51,2,6,2,1.5398154840255913,-1.4332162010291545,0.07944070964545599,1,0,0
52,2,7,1,1.077441537380692,-1.4332162010291545,0.1542798583235146,1,0,0
53,2,7,2,1.2353428023640711,-1.4332162010291545,0.12303410137464295,1,0,0
54,2,8,1,0.6958158757165387,-1.4332162010291545,0.24588244628671033,1,0,0
55,2,8,2,1.4161466093753483,-1.4332162010291545,0.08757222518059632,1,0,0
56,2,9,1,1.3179446035165485,-1.4332162010291545,0.10517020120623449,0,0,1
57,2,9,2,0.8714599794382676,-1.4332162010291545,0.19943512558772702,0,0,1
58,2,10,1,0.7062800978342196,-1.4332162010291545,0.23655319988572995,1,0,0
59,2,10,2,1.2248370489748832,-1.4332162010291545,0.11250176447761039,1,0,0
60,2,11,1,0.7518338083342287,-1.4332162010291545,0.2172308631729714,1,0,0
61,2,11,2,1.0354882011315751,-1.4332162010291545,0.1446652716415063,1,0,0
62,2,12,1,1.0889255702054983,-1.4332162010291545,0.157194514693245,1,0,0
63,2,12,2,1.4458628570103305,-1.4332162010291545,0.09424668783509023,1,0,0
64,2,13,1,1.026846784876316,-1.4332162010291545,0.15814208725710355,0,0,1
65,2,13,2,1.0503897439325647,-1.4332162010291545,0.15289505408210155,0,0,1
66,2,14,1,0.8299009218322169,-1.4332162010291545,0.2148831331402303,0,1,0
67,2,14,2,1.5264702638427976,-1.4332162010291545,0.07918285890602729,0,1,0
68,2,15,1,1.146078963228623,-1.4332162010291545,0.12038462175291716,0,0,1
69,2,15,2,0.6158190359498001,-1.4332162010291545,0.257409684029075,0,0,1
70,2,16,1,0.8635673004416179,-1.4332162010291545,0.1998944533192339,0,1,0
71,2,16,2,1.2743335933109834,-1.4332162010291545,0.11094921655022834,0,1,0
72,2,17,1,1.122430560237314,-1.4332162010291545,0.14328690584268075,0,1,0
73,2,17,2,1.134561077180944,-1.4332162010291545,0.14081729942520924,0,1,0
74,2,18,1,1.4593098895860488,-1.4332162010291545,0.09366619463801289,0,1,0
75,2,18,2,1.14054531781098,-1.4332162010291545,0.1479088032798207,0,1,0
76,2,19,1,1.041168860359756,-1.4332162010291545,0.15904052201871963,0,0,1
77,2,19,2,1.162199200734729,-1.4332162010291545,0.13371308939797713,0,0,1
78,2,20,1,0.7527215100332743,-1.4332162010291545,0.21273253059785913,1,0,0
79,2,20,2,0.9446150233479054,-1.4332162010291545,0.1615816777790188,1,0,0
80,3,1,1,0.9601756279438779,-1.850175618958796,0.11990895326075685,1,0,0
81,3,1,2,0.7666445146225771,-1.850175618958796,0.17153705018817378,1,0,0
82,3,2,1,1.2133413951421805,-1.850175618958796,0.08831646213829975,1,0,0
83,3,2,2,1.2802909235609772,-1.850175618958796,0.07802725113779273,1,0,0
84,3,3,1,0.8267322438648352,-1.850175618958796,0.1518114455099874,1,0,0
85,3,3,2,0.8427554180883908,-1.850175618958796,0.14737694766065643,1,0,0
86,3,4,1,0.5397132329773384,-1.850175618958796,0.2443668104181259,0,1,0
87,3,4,2,1.065781804320356,-1.850175618958796,0.09232834337817816,0,1,0
88,3,5,1,1.3550438806463792,-1.850175618958796,0.057772317641702,1,0,0
89,3,5,2,0.6003339279022504,-1.850175618958796,0.2334237990317469,1,0,0
90,3,6,1,0.9003211173932958,-1.850175618958796,0.1516080775125455,1,0,0
91,3,6,2,1.5398154840255913,-1.850175618958796,0.04643817545930828,1,0,0
92,3,7,1,1.077441537380692,-1.850175618958796,0.11004101530271759,1,0,0
93,3,7,2,1.2353428023640711,-1.850175618958796,0.08216324755222444,1,0,0
94,3,8,1,0.6958158757165387,-1.850175618958796,0.20462280511791914,1,0,0
95,3,8,2,1.4161466093753483,-1.850175618958796,0.05397008698015857,1,0,0
96,3,9,1,1.3179446035165485,-1.850175618958796,0.06784552582830107,0,1,0
97,3,9,2,0.8714599794382676,-1.850175618958796,0.15498191112863172,0,1,0
98,3,10,1,0.7062800978342196,-1.850175618958796,0.19695763752104326,1,0,0
99,3,10,2,1.2248370489748832,-1.850175618958796,0.0754573231093796,1,0,0
100,3,11,1,0.7518338083342287,-1.850175618958796,0.1782330019091556,1,0,0
101,3,11,2,1.0354882011315751,-1.850175618958796,0.10545467629445965,1,0,0
102,3,12,1,1.0889255702054983,-1.850175618958796,0.11092438335098491,1,0,0
103,3,12,2,1.4458628570103305,-1.850175618958796,0.05730867867527368,1,0,0
104,3,13,1,1.026846784876316,-1.850175618958796,0.11571064449740606,1,0,0
105,3,13,2,1.0503897439325647,-1.850175618958796,0.11077864509806665,1,0,0
106,3,14,1,0.8299009218322169,-1.850175618958796,0.16894516127735487,1,0,0
107,3,14,2,1.5264702638427976,-1.850175618958796,0.04656264262767175,1,0,0
108,3,15,1,1.146078963228623,-1.850175618958796,0.08331816473983236,1,0,0
109,3,15,2,0.6158190359498001,-1.850175618958796,0.22223615520569986,1,0,0
110,3,16,1,0.8635673004416179,-1.850175618958796,0.1560165214878306,0,1,0
111,3,16,2,1.2743335933109834,-1.850175618958796,0.0729644348399876,0,1,0
112,3,17,1,1.122430560237314,-1.850175618958796,0.10044342264076082,0,1,0
113,3,17,2,1.134561077180944,-1.850175618958796,0.0982142211875257,0,1,0
114,3,18,1,1.4593098895860488,-1.850175618958796,0.056551483113057875,0,0,1
115,3,18,2,1.14054531781098,-1.850175618958796,0.10199480368109394,0,0,1
116,3,19,1,1.041168860359756,-1.850175618958796,0.11542346148387657,1,0,0
117,3,19,2,1.162199200734729,-1.850175618958796,0.09226641931589331,1,0,0
118,3,20,1,0.7527215100332743,-1.850175618958796,0.17462003893593486,1,0,0
119,3,20,2,0.9446150233479054,-1.850175618958796,0.12243444055553146,1,0,0
120,4,1,1,0.9601756279438779,-1.4112480404640098,0.16152485556283638,0,0,1
121,4,1,2,0.7666445146225771,-1.4112480404640098,0.21225310194743408,0,0,1
122,4,2,1,1.2133413951421805,-1.4112480404640098,0.134197948941132,1,0,0
123,4,2,2,1.2802909235609772,-1.4112480404640098,0.1220991659273689,1,0,0
124,4,3,1,0.8267322438648352,-1.4112480404640098,0.19271177292826408,1,0,0
125,4,3,2,0.8427554180883908,-1.4112480404640098,0.18840294523893403,1,0,0
126,4,4,1,0.5397132329773384,-1.4112480404640098,0.2764101299613399,1,0,0
127,4,4,2,1.065781804320356,-1.4112480404640098,0.13156124707454303,1,0,0
128,4,5,1,1.3550438806463792,-1.4112480404640098,0.09372300639384426,0,0,1
129,4,5,2,0.6003339279022504,-1.4112480404640098,0.27189790145171056,0,0,1
130,4,6,1,0.9003211173932958,-1.4112480404640098,0.20126935779885388,0,1,0
131,4,6,2,1.5398154840255913,-1.4112480404640098,0.08162690515782368,0,1,0
132,4,7,1,1.077441537380692,-1.4112480404640098,0.15686454334218605,1,0,0
133,4,7,2,1.2353428023640711,-1.4112480404640098,0.12553000339604786,1,0,0
134,4,8,1,0.6958158757165387,-1.4112480404640098,0.24804400196078977,1,0,0
