,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,1.2222551824042256,-1.2123270951332397,0.1292305413150773,0,1,0
1,1,1,2,0.5219283459455903,-1.2123270951332397,0.3020592380396395,0,1,0
2,1,2,1,0.9500988773593166,-1.2123270951332397,0.18971263077574285,1,0,0
3,1,2,2,0.8661365803666458,-1.2123270951332397,0.2100404697479627,1,0,0
4,1,3,1,1.2953016948227443,-1.2123270951332397,0.1387700410530809,1,0,0
5,1,3,2,1.0189768858378772,-1.2123270951332397,0.19399147895923802,1,0,0
6,1,4,1,1.228108500072596,-1.2123270951332397,0.1373457070162591,0,0,1
7,1,4,2,0.7211944133476844,-1.2123270951332397,0.25392700364664267,0,0,1
8,1,5,1,0.5698152384031523,-1.2123270951332397,0.266322839111997,0,1,0
9,1,5,2,0.7967025812701175,-1.2123270951332397,0.20227892877375936,0,1,0
10,1,6,1,1.5524951438193808,-1.2123270951332397,0.10449223142124527,0,0,1
11,1,6,2,0.9796750072204821,-1.2123270951332397,0.20925594090989494,0,0,1
12,1,7,1,0.7232154640733803,-1.2123270951332397,0.24849014914121112,1,0,0
13,1,7,2,1.1159723212477404,-1.2123270951332397,0.15435473441436054,1,0,0
14,1,8,1,0.9738625837618948,-1.2123270951332397,0.17756972101232352,1,0,0
15,1,8,2,0.7111030304477082,-1.2123270951332397,0.24418200081295002,1,0,0
16,1,9,1,0.8689386067700635,-1.2123270951332397,0.199245403311182,0,0,1
17,1,9,2,0.7526193134066776,-1.2123270951332397,0.22941997559564276,0,0,1
18,1,10,1,0.8250580877965461,-1.2123270951332397,0.2147292297197758,0,1,0
19,1,10,2,0.8777719201092862,-1.2123270951332397,0.20143594309403368,0,1,0
20,1,11,1,0.6552711627107211,-1.2123270951332397,0.2668526627138972,1,0,0
21,1,11,2,1.1723426067026785,-1.2123270951332397,0.14257054921066653,1,0,0
22,1,12,1,0.8470343038479918,-1.2123270951332397,0.20980341585061757,1,0,0
23,1,12,2,0.8687481859037038,-1.2123270951332397,0.204352542073447,1,0,0
24,1,13,1,0.7492042274654279,-1.2123270951332397,0.25480962685994074,0,1,0
25,1,13,2,1.4181090789392046,-1.2123270951332397,0.11324858043580867,0,1,0
26,1,14,1,1.1348602342884335,-1.2123270951332397,0.16594894220210518,1,0,0
27,1,14,2,1.0808869912846664,-1.2123270951332397,0.17717064937221907,1,0,0
28,1,15,1,1.3311475575881968,-1.2123270951332397,0.1261262873892742,1,0,0
29,1,15,2,0.7987731704038888,-1.2123270951332397,0.24049410557675993,1,0,0
30,1,16,1,0.9156874474373017,-1.2123270951332397,0.20216476906575093,1,0,0
31,1,16,2,0.9918868573889317,-1.2123270951332397,0.18432572627128485,1,0,0
32,1,17,1,1.2984208101674448,-1.2123270951332397,0.13716339231001898,1,0,0
33,1,17,2,0.9839352397497743,-1.2123270951332397,0.20082466979920763,1,0,0
34,1,18,1,0.6165205809651633,-1.2123270951332397,0.28046757112407683,1,0,0
35,1,18,2,1.2680238128172008,-1.2123270951332397,0.12730974916119853,1,0,0
36,1,19,1,1.4520580248892625,-1.2123270951332397,0.11488015510837508,0,0,1
37,1,19,2,0.9269105037973283,-1.2123270951332397,0.21713950436428486,0,0,1
38,1,20,1,1.1871450468947982,-1.2123270951332397,0.1521591631240892,0,1,0
39,1,20,2,0.9367274864125035,-1.2123270951332397,0.20613166033592972,0,1,0
40,2,1,1,1.2222551824042256,-1.7707877014728726,0.0759587443393684,0,0,1
