,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,0.25029043322157174,-1.6508909751694862,0.33683537780016715,1,0,0
1,1,1,2,0.7244131209788552,-1.6508909751694862,0.15398719528928684,1,0,0
2,1,2,1,0.6314081640196287,-1.6508909751694862,0.24155176658728078,1,0,0
3,1,2,2,1.3528239286005375,-1.6508909751694862,0.07341329348919899,1,0,0
4,1,3,1,0.3020807962114317,-1.6508909751694862,0.3137496532811316,0,0,1
5,1,3,2,0.6745730234860405,-1.6508909751694862,0.16963538321361477,0,0,1
6,1,4,1,0.8969440339111784,-1.6508909751694862,0.16684821756854437,0,0,1
7,1,4,2,1.209201902331689,-1.6508909751694862,0.09964170734678962,0,0,1
8,1,5,1,0.8076362108234626,-1.6508909751694862,0.1717617961689171,1,0,0
9,1,5,2,0.790672154729394,-1.6508909751694862,0.17664011569383153,1,0,0
10,1,6,1,0.702093561169663,-1.6508909751694862,0.21176589700030185,1,0,0
11,1,6,2,1.080751038925151,-1.6508909751694862,0.1133362645618697,1,0,0
12,1,7,1,0.9112288048736068,-1.6508909751694862,0.16690414760933378,0,1,0
13,1,7,2,1.342978216892335,-1.6508909751694862,0.08183037223308359,0,1,0
14,1,8,1,1.1172045285423677,-1.6508909751694862,0.1125090826888512,1,0,0
15,1,8,2,0.8463017177006589,-1.6508909751694862,0.17596145387263712,1,0,0
16,1,9,1,1.8540373214986512,-1.6508909751694862,0.03226674530440749,1,0,0
17,1,9,2,0.5473592174960297,-1.6508909751694862,0.27900235763240544,1,0,0
18,1,10,1,0.6750965756545922,-1.6508909751694862,0.2053826516556563,0,1,0
19,1,10,2,0.7946526116427634,-1.6508909751694862,0.16859524660113656,0,1,0
20,1,11,1,0.8935910177401825,-1.6508909751694862,0.15493365832155112,1,0,0
21,1,11,2,0.845644195142223,-1.6508909751694862,0.16769586160976604,1,0,0
22,1,12,1,0.8958586499522282,-1.6508909751694862,0.1691106688832086,0,0,1
23,1,12,2,1.286298475531794,-1.6508909751694862,0.08876387566642877,0,0,1
24,1,13,1,0.8376245040738964,-1.6508909751694862,0.17890353970659176,1,0,0
25,1,13,2,1.1435748964265566,-1.6508909751694862,0.10795948681717335,1,0,0
26,1,14,1,1.1696938217327744,-1.6508909751694862,0.11555401607541907,1,0,0
