,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,0.995524130740758,-2.031617866460136,0.10197524377591725,1,0,0
1,1,1,2,0.8861136736874585,-2.031617866460136,0.1273590566451254,1,0,0
2,1,2,1,1.040168445406185,-2.031617866460136,0.09238561979633902,1,0,0
3,1,2,2,0.8246696857185842,-2.031617866460136,0.14313417356153782,1,0,0
4,1,3,1,0.723620838858206,-2.031617866460136,0.1811902151669056,1,0,0
5,1,3,2,1.5978409917384353,-2.031617866460136,0.030675555822545237,1,0,0
6,1,4,1,0.8259591625759526,-2.031617866460136,0.14884492853195985,1,0,0
7,1,4,2,1.3242253251268177,-2.031617866460136,0.05408833686133978,1,0,0
8,1,5,1,0.7283360604226703,-2.031617866460136,0.16703755084073243,0,0,1
9,1,5,2,0.9838537123657364,-2.031617866460136,0.09939525892474468,0,0,1
10,1,6,1,1.0065463818077367,-2.031617866460136,0.10323904845502653,1,0,0
11,1,6,2,1.027802091627657,-2.031617866460136,0.09887571705013745,1,0,0
12,1,7,1,0.979544621153992,-2.031617866460136,0.10057789922362213,1,0,0
13,1,7,2,0.7400942970222248,-2.031617866460136,0.1635966750881544,1,0,0
14,1,8,1,0.7528262246379249,-2.031617866460136,0.15547440866882692,1,0,0
15,1,8,2,0.8527544935301011,-2.031617866460136,0.12690833918165062,1,0,0
16,1,9,1,0.7006874542575177,-2.031617866460136,0.1867228353320146,1,0,0
17,1,9,2,1.4836554233233716,-2.031617866460136,0.038051238708810345,1,0,0
18,1,10,1,0.05632925089815466,-2.031617866460136,0.42156785453993895,1,0,0
19,1,10,2,0.7370133339428013,-2.031617866460136,0.10575137322743736,1,0,0
20,1,11,1,1.2044132918761483,-2.031617866460136,0.07219164343400684,1,0,0
21,1,11,2,1.0754799115308895,-2.031617866460136,0.09380964317028834,1,0,0
22,1,12,1,0.7203673938745083,-2.031617866460136,0.17660085504772374,0,1,0
23,1,12,2,1.2493819201683354,-2.031617866460136,0.06028822232378003,0,1,0
24,1,13,1,0.7542050015996004,-2.031617866460136,0.1323971820070401,1,0,0
25,1,13,2,0.43198610462747733,-2.031617866460136,0.25478805108849367,1,0,0
26,1,14,1,0.8860195480705171,-2.031617866460136,0.13446615766858405,1,0,0
27,1,14,2,1.3534929657386239,-2.031617866460136,0.05201776027947414,1,0,0
28,1,15,1,1.1339025005778365,-2.031617866460136,0.0775848984744309,0,0,1
29,1,15,2,0.8236016702056428,-2.031617866460136,0.1457343599247749,0,0,1
30,1,16,1,0.525985736076022,-2.031617866460136,0.2352801778341062,1,0,0
31,1,16,2,1.058525416604548,-2.031617866460136,0.07974706356815273,1,0,0
32,1,17,1,0.9843693260145406,-2.031617866460136,0.08344838291813686,1,0,0
33,1,17,2,0.3544969563385839,-2.031617866460136,0.3000317288478833,1,0,0
34,1,18,1,1.1336063496026414,-2.031617866460136,0.08274224888269084,1,0,0
35,1,18,2,1.0952578145375929,-2.031617866460136,0.08944643099961806,1,0,0
36,1,19,1,1.0423994668639542,-2.031617866460136,0.1023286926929354,1,0,0
37,1,19,2,1.424669196295334,-2.031617866460136,0.04706662247591711,1,0,0
38,1,20,1,1.181375736304473,-2.031617866460136,0.07968974596878432,1,0,0
39,1,20,2,1.4991570497384525,-2.031617866460136,0.041784720133733466,1,0,0
40,2,1,1,0.995524130740758,-1.548836380559796,0.14581205066069505,1,0,0
41,2,1,2,0.8861136736874585,-1.548836380559796,0.17273823643699585,1,0,0
42,2,2,1,1.040168445406185,-1.548836380559796,0.13505673272258892,1,0,0
43,2,2,2,0.8246696857185842,-1.548836380559796,0.18856961546499962,1,0,0
44,2,3,1,0.723620838858206,-1.548836380559796,0.2311916842395266,1,0,0
45,2,3,2,1.5978409917384353,-1.548836380559796,0.05969350323424158,1,0,0
46,2,4,1,0.8259591625759526,-1.548836380559796,0.1977751586024787,1,0,0
47,2,4,2,1.3242253251268177,-1.548836380559796,0.09141394729833463,1,0,0
48,2,5,1,0.7283360604226703,-1.548836380559796,0.20995745525791049,1,0,0
49,2,5,2,0.9838537123657364,-1.548836380559796,0.14133739169545861,1,0,0
50,2,6,1,1.0065463818077367,-1.548836380559796,0.14877491001983953,1,0,0
51,2,6,2,1.027802091627657,-1.548836380559796,0.14395674551135756,1,0,0
52,2,7,1,0.979544621153992,-1.548836380559796,0.14268945215104906,0,0,1
53,2,7,2,0.7400942970222248,-1.548836380559796,0.20675612918397912,0,0,1
54,2,8,1,0.7528262246379249,-1.548836380559796,0.19740392841483959,1,0,0
55,2,8,2,0.8527544935301011,-1.548836380559796,0.16909817937345598,1,0,0
56,2,9,1,0.7006874542575177,-1.548836380559796,0.23487538478066705,1,0,0
57,2,9,2,1.4836554233233716,-1.548836380559796,0.06985109909581597,1,0,0
58,2,10,1,0.05632925089815466,-1.548836380559796,0.40990140465785924,0,1,0
59,2,10,2,0.7370133339428013,-1.548836380559796,0.14282903889629867,0,1,0
60,2,11,1,1.2044132918761483,-1.548836380559796,0.11520997693547147,1,0,0
61,2,11,2,1.0754799115308895,-1.548836380559796,0.1406751117919835,1,0,0
62,2,12,1,0.7203673938745083,-1.548836380559796,0.22259252274054012,1,0,0
63,2,12,2,1.2493819201683354,-1.548836380559796,0.09809985647724008,1,0,0
64,2,13,1,0.7542050015996004,-1.548836380559796,0.1705557605763213,1,0,0
65,2,13,2,0.43198610462747733,-1.548836380559796,0.28093592962805375,1,0,0
66,2,14,1,0.8860195480705171,-1.548836380559796,0.18418921541758376,1,0,0
67,2,14,2,1.3534929657386239,-1.548836380559796,0.08929305717473948,1,0,0
68,2,15,1,1.1339025005778365,-1.548836380559796,0.11893978999364867,1,0,0
69,2,15,2,0.8236016702056428,-1.548836380559796,0.19233191695467805,1,0,0
70,2,16,1,0.525985736076022,-1.548836380559796,0.2705088919093522,1,0,0
71,2,16,2,1.058525416604548,-1.548836380559796,0.11856817819843216,1,0,0
72,2,17,1,0.9843693260145406,-1.548836380559796,0.12126934850921693,0,1,0
73,2,17,2,0.3544969563385839,-1.548836380559796,0.3216883866591842,0,1,0
74,2,18,1,1.1336063496026414,-1.548836380559796,0.12740310836526236,0,0,1
75,2,18,2,1.0952578145375929,-1.548836380559796,0.1351995381512248,0,0,1
76,2,19,1,1.0423994668639542,-1.548836380559796,0.15200837121336963,1,0,0
77,2,19,2,1.424669196295334,-1.548836380559796,0.08408787045840005,1,0,0
78,2,20,1,1.181375736304473,-1.548836380559796,0.12749147127364696,1,0,0
79,2,20,2,1.4991570497384525,-1.548836380559796,0.0779336801928675,1,0,0
80,3,1,1,0.995524130740758,-1.9553622996837623,0.10818473944711351,1,0,0
81,3,1,2,0.8861136736874585,-1.9553622996837623,0.1339916385533546,1,0,0
82,3,2,1,1.040168445406185,-1.9553622996837623,0.09834827144431985,1,0,0
83,3,2,2,0.8246696857185842,-1.9553622996837623,0.1498887151044232,1,0,0
84,3,3,1,0.723620838858206,-1.9553622996837623,0.1887784620844796,1,0,0
85,3,3,2,1.5978409917384353,-1.9553622996837623,0.0341634732844155,1,0,0
86,3,4,1,0.8259591625759526,-1.9553622996837623,0.15611349162072144,1,0,0
87,3,4,2,1.3242253251268177,-1.9553622996837623,0.05892658715735899,1,0,0
88,3,5,1,0.7283360604226703,-1.9553622996837623,0.17357718791890478,1,0,0
89,3,5,2,0.9838537123657364,-1.9553622996837623,0.10531889092866487,1,0,0
90,3,6,1,1.0065463818077367,-1.9553622996837623,0.10968755882857831,1,0,0
91,3,6,2,1.027802091627657,-1.9553622996837623,0.10522209811312742,1,0,0
92,3,7,1,0.979544621153992,-1.9553622996837623,0.10653541389828108,1,0,0
93,3,7,2,0.7400942970222248,-1.9553622996837623,0.17015156372809168,1,0,0
94,3,8,1,0.7528262246379249,-1.9553622996837623,0.1617950059655993,1,0,0
95,3,8,2,0.8527544935301011,-1.9553622996837623,0.13307783318977975,1,0,0
96,3,9,1,0.7006874542575177,-1.9553622996837623,0.1940971947208499,0,1,0
97,3,9,2,1.4836554233233716,-1.9553622996837623,0.04198754340707134,0,1,0
98,3,10,1,0.05632925089815466,-1.9553622996837623,0.42005227473247964,1,0,0
99,3,10,2,0.7370133339428013,-1.9553622996837623,0.11098501289149455,1,0,0
100,3,11,1,1.2044132918761483,-1.9553622996837623,0.07796938763476986,1,0,0
101,3,11,2,1.0754799115308895,-1.9553622996837623,0.10032628801860057,1,0,0
102,3,12,1,0.7203673938745083,-1.9553622996837623,0.18363535684306054,1,0,0
103,3,12,2,1.2493819201683354,-1.9553622996837623,0.06527029121560775,1,0,0
104,3,13,1,0.7542050015996004,-1.9553622996837623,0.1379761326505086,1,0,0
105,3,13,2,0.43198610462747733,-1.9553622996837623,0.2590796133134572,1,0,0
106,3,14,1,0.8860195480705171,-1.9553622996837623,0.14173143998102297,1,0,0
107,3,14,2,1.3534929657386239,-1.9553622996837623,0.05681805256869411,1,0,0
108,3,15,1,1.1339025005778365,-1.9553622996837623,0.08322266704706252,0,0,1
109,3,15,2,0.8236016702056428,-1.9553622996837623,0.15266871256878387,0,0,1
110,3,16,1,0.525985736076022,-1.9553622996837623,0.24097317099472915,1,0,0
111,3,16,2,1.058525416604548,-1.9553622996837623,0.08506176070950913,1,0,0
112,3,17,1,0.9843693260145406,-1.9553622996837623,0.08864796473000805,0,0,1
113,3,17,2,0.3544969563385839,-1.9553622996837623,0.3037793936056886,0,0,1
