,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,0.9623865584586099,-1.9779834588655483,0.11256864652076681,1,0,0
1,1,1,2,0.8814732320553317,-1.9779834588655483,0.13210650430816212,1,0,0
2,1,2,1,0.715465836539211,-1.9779834588655483,0.1790764879103814,0,0,1
3,1,2,2,1.100437926522239,-1.9779834588655483,0.08362517367035636,0,0,1
4,1,3,1,1.1920236026093916,-1.9779834588655483,0.07597732947995232,1,0,0
5,1,3,2,0.9562697774345114,-1.9779834588655483,0.12111641203566019,1,0,0
6,1,4,1,0.9933735452300335,-1.9779834588655483,0.11166386017944555,1,0,0
7,1,4,2,1.0928300357322935,-1.9779834588655483,0.0917226928506553,1,0,0
8,1,5,1,1.201322908066058,-1.9779834588655483,0.07409744878649975,1,0,0
9,1,5,2,0.9236704211224764,-1.9779834588655483,0.12832590089833693,1,0,0
10,1,6,1,0.9217606328399208,-1.9779834588655483,0.1327945360603829,1,0,0
11,1,6,2,1.4692236407801476,-1.9779834588655483,0.04496706433024781,1,0,0
12,1,7,1,0.6866987818156437,-1.9779834588655483,0.18969507663556157,1,0,0
13,1,7,2,1.1730564384295885,-1.9779834588655483,0.07248723832807207,1,0,0
14,1,8,1,0.4916391421188454,-1.9779834588655483,0.24383387894811762,0,1,0
15,1,8,2,0.8878356798069095,-1.9779834588655483,0.11136543169990289,0,1,0
16,1,9,1,1.2017518996991294,-1.9779834588655483,0.08133818632129904,1,0,0
17,1,9,2,1.531070048913719,-1.9779834588655483,0.042403451018824916,1,0,0
18,1,10,1,0.9496760952632796,-1.9779834588655483,0.11750783272203667,1,0,0
19,1,10,2,0.9667677646196059,-1.9779834588655483,0.11360164122153617,1,0,0
20,1,11,1,0.8822348707977007,-1.9779834588655483,0.12812635131208597,1,0,0
21,1,11,2,0.8439673040162982,-1.9779834588655483,0.13820105024579288,1,0,0
22,1,12,1,0.9362268611117902,-1.9779834588655483,0.12446977102389427,1,0,0
23,1,12,2,1.1443559930060005,-1.9779834588655483,0.08246606729429438,1,0,0
24,1,13,1,1.1648245249071396,-1.9779834588655483,0.08500490541183378,1,0,0
25,1,13,2,1.3103802855698832,-1.9779834588655483,0.06373934791954425,1,0,0
26,1,14,1,0.7189324082461925,-1.9779834588655483,0.1425165113881961,1,0,0
27,1,14,2,0.40216150451811816,-1.9779834588655483,0.26667360841339605,1,0,0
28,1,15,1,1.3650046990594114,-1.9779834588655483,0.0569008639244407,1,0,0
