,I,T,J,Pjt,Bi,Pr(j),Yit0,Yit1,Yit2
0,1,1,1,1.368757720275009,-0.8950158738804338,0.19445068455965012,1,0,0
1,1,1,2,1.7077182264432886,-0.8950158738804338,0.14356724725953035,1,0,0
2,1,2,1,0.5931164918664626,-0.8950158738804338,0.28493953023577123,1,0,0
3,1,2,2,0.8297392247479528,-0.8950158738804338,0.23055648372028384,1,0,0
4,1,3,1,0.9246679265001482,-0.8950158738804338,0.23085329862831852,1,0,0
5,1,3,2,0.8766099016268162,-0.8950158738804338,0.24099956609052015,1,0,0
6,1,4,1,1.0121869074393148,-0.8950158738804338,0.19242296549867985,1,0,0
7,1,4,2,0.4045160190772513,-0.8950158738804338,0.331481163366025,1,0,0
8,1,5,1,1.2137479438347971,-0.8950158738804338,0.20173696341199246,1,0,0
9,1,5,2,1.2209328309094207,-0.8950158738804338,0.20044383835257165,1,0,0
10,1,6,1,1.2292414744294942,-0.8950158738804338,0.2091179808592559,0,1,0
11,1,6,2,1.5107920356247915,-0.8950158738804338,0.162537114537153,0,1,0
12,1,7,1,0.7397992680605472,-0.8950158738804338,0.26247929092449046,1,0,0
13,1,7,2,0.8942381607760176,-0.8950158738804338,0.22859386795988598,1,0,0
14,1,8,1,0.95342774816361,-0.8950158738804338,0.20966569200141968,0,0,1
15,1,8,2,0.5600355665024803,-0.8950158738804338,0.29815293710732,0,0,1
16,1,9,1,1.4956232727448373,-0.8950158738804338,0.14719434747720347,0,0,1
17,1,9,2,0.7323924939242636,-0.8950158738804338,0.29144679501591586,0,0,1
18,1,10,1,0.9113792897579979,-0.8950158738804338,0.24482124599931435,0,0,1
19,1,10,2,1.1278643838753333,-0.8950158738804338,0.20169784090007145,0,0,1
20,1,11,1,1.0756585760365123,-0.8950158738804338,0.22621169894363044,0,1,0
21,1,11,2,1.3224685514199352,-0.8950158738804338,0.18137603834000904,0,1,0
22,1,12,1,1.2010509876741917,-0.8950158738804338,0.19017952508637057,1,0,0
23,1,12,2,0.883837562728569,-0.8950158738804338,0.2526182726704245,1,0,0
24,1,13,1,0.6293024835636245,-0.8950158738804338,0.30189477308990764,0,1,0
25,1,13,2,1.2850094366817406,-0.8950158738804338,0.1678734449278285,0,1,0
